Age Group,State,Average State Income,Scam Type,Contact Method,Amount_lost,Actual_Number_of_Reports,Predicted_Number_of_Reports
55 - 64,Tasmania,1710.8,"Travel, prizes and lottery",Email,,1,2.85
35 - 44,Queensland,1901.0,Phishing,Text message,4714.59,36,41.52
55 - 64,Tasmania,1710.8,Other,Text message,,1,3.61
55 - 64,Queensland,1901.0,Ransomware and malware,Email,,4,2.99
65 and over,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,0.0,2,1.07
65 and over,Victoria,1882.0,Classified,Internet,,1,1.39
25 - 34,Victoria,1882.0,Hacking,Text message,,1,1.36
65 and over,Victoria,1882.0,Health and medical products,Internet,179.49,1,1.32
55 - 64,New South Wales,1935.7,Investment,Internet,30000.0,1,1.73
25 - 34,New South Wales,1935.7,Mobile premium services,Phone call,,4,1.85
65 and over,Queensland,1901.0,Remote access,Phone call,90582.14,11,10.37
25 - 34,Western Australia,2094.3,Identity theft,Social media/Online forums,,1,1.6
55 - 64,Victoria,1882.0,Classified,Email,,2,1.91
45 - 54,Queensland,1901.0,Overpayment,Text message,,1,1.04
18 - 24,Queensland,1901.0,"Threats to life, arrest or other",Social media/Online forums,3000.0,1,2.05
25 - 34,New South Wales,1935.7,Jobs and employment,Phone call,272.0,1,1.88
65 and over,South Australia,1776.9,Remote access,Social media/Online forums,,1,1.02
18 - 24,Queensland,1901.0,"Threats to life, arrest or other",Phone call,,1,1.01
35 - 44,South Australia,1776.9,Mobile premium services,Email,,1,1.01
35 - 44,South Australia,1776.9,False billing,Text message,,3,3.85
45 - 54,Victoria,1882.0,Hacking,Phone call,,1,1.87
65 and over,Western Australia,2094.3,Phishing,Phone call,95143.32,16,15.3
25 - 34,South Australia,1776.9,Investment,Internet,10000.0,1,2.31
25 - 34,Victoria,1882.0,Betting and sports investment,Social media/Online forums,27000.0,1,1.36
45 - 54,Western Australia,2094.3,Investment,Internet,500.0,1,1.21
25 - 34,Victoria,1882.0,Other,Phone call,,3,4.65
18 - 24,Victoria,1882.0,False billing,Email,,2,1.44
55 - 64,South Australia,1776.9,Identity theft,Text message,700.0,2,5.96
45 - 54,South Australia,1776.9,Hacking,Text message,0.0,2,1.13
65 and over,Victoria,1882.0,Online shopping,Internet,107.6,1,3.7
65 and over,Western Australia,2094.3,Identity theft,Mail,,1,1.29
25 - 34,New South Wales,2126.5,"Travel, prizes and lottery",Internet,813.5,1,1.41
65 and over,New South Wales,1935.7,Online shopping,Text message,,5,6.04
35 - 44,South Australia,1776.9,Overpayment,Text message,,1,1.04
35 - 44,New South Wales,2126.5,Identity theft,Text message,,1,1.71
65 and over,Victoria,1882.0,Online shopping,Text message,,1,2.63
55 - 64,New South Wales,1935.7,Remote access,Email,,1,2.41
55 - 64,Western Australia,2094.3,Hacking,Internet,,1,1.04
65 and over,Tasmania,1710.8,Online shopping,Phone call,,1,1.0
65 and over,Western Australia,2094.3,Health and medical products,Email,,2,2.99
45 - 54,South Australia,1776.9,Other,Phone call,0.0,3,3.79
55 - 64,Tasmania,1710.8,False billing,Email,,1,1.73
25 - 34,Queensland,1901.0,Health and medical products,Phone call,,1,1.06
35 - 44,Queensland,1901.0,Online shopping,Email,,1,2.45
65 and over,Queensland,1901.0,Remote access,Phone call,9925.0,12,9.7
65 and over,Queensland,1901.0,Rebate,Email,0.0,7,5.46
35 - 44,Queensland,1901.0,Phishing,Text message,,21,33.56
45 - 54,Victoria,1882.0,Jobs and employment,Social media/Online forums,68000.0,1,1.8
45 - 54,South Australia,1776.9,Health and medical products,Text message,,2,1.0
18 - 24,Victoria,1882.0,"Threats to life, arrest or other",Text message,0.0,1,1.18
18 - 24,Western Australia,2094.3,Other,Phone call,,2,1.11
18 - 24,Victoria,1882.0,Online shopping,Email,,1,1.21
55 - 64,Queensland,1901.0,Other,Text message,,16,13.61
25 - 34,New South Wales,1935.7,False billing,Text message,,4,5.04
25 - 34,Victoria,1882.0,False billing,Phone call,0.0,1,3.62
35 - 44,Victoria,1882.0,Jobs and employment,Text message,,1,1.22
45 - 54,New South Wales,1935.7,Classified,Social media/Online forums,605.0,3,4.18
45 - 54,Victoria,1882.0,Overpayment,Phone call,,1,1.1
35 - 44,Tasmania,1710.8,Ransomware and malware,Email,,1,1.06
45 - 54,New South Wales,1935.7,Dating and romance,Social media/Online forums,43749.19,2,2.26
18 - 24,Queensland,1901.0,Phishing,Text message,,2,4.67
45 - 54,New South Wales,1935.7,Overpayment,Internet,105.35,2,1.04
35 - 44,Victoria,1882.0,Dating and romance,In person,,1,1.09
25 - 34,Victoria,1882.0,Phishing,Email,,4,4.16
55 - 64,South Australia,1776.9,Rebate,Text message,,1,1.28
45 - 54,Tasmania,1710.8,Other,Email,,1,1.04
65 and over,New South Wales,1935.7,Rebate,Email,,11,7.47
35 - 44,Queensland,1901.0,Classified,In person,500.0,1,1.54
55 - 64,South Australia,1776.9,Phishing,Email,,20,15.27
65 and over,Queensland,1901.0,Phishing,In person,,1,1.01
65 and over,Victoria,1882.0,Phishing,Internet,,3,1.92
25 - 34,Victoria,1882.0,Identity theft,Social media/Online forums,650.0,2,1.35
25 - 34,New South Wales,1935.7,Investment,Phone call,2750.0,1,2.42
55 - 64,Western Australia,2094.3,False billing,Text message,0.0,2,6.27
25 - 34,New South Wales,2126.5,Identity theft,Phone call,,2,1.2
25 - 34,South Australia,1776.9,Fake charity,Phone call,,1,1.01
65 and over,Queensland,1901.0,Classified,Text message,,1,3.09
35 - 44,New South Wales,1935.7,Rebate,Text message,,1,1.61
55 - 64,New South Wales,1935.7,Classified,Email,,2,4.76
25 - 34,Victoria,1882.0,False billing,Phone call,,1,3.94
65 and over,Queensland,1901.0,False billing,Phone call,,7,5.42
65 and over,Tasmania,1710.8,Rebate,Email,50000.0,2,3.27
25 - 34,Tasmania,1710.8,Other,Text message,,1,1.18
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Email,0.0,2,1.22
35 - 44,Tasmania,1710.8,False billing,Email,0.0,2,1.57
25 - 34,Western Australia,2094.3,Phishing,Text message,,4,5.17
55 - 64,Queensland,1901.0,Remote access,Phone call,,8,3.2
35 - 44,Queensland,1901.0,Classified,Social media/Online forums,,5,5.66
25 - 34,South Australia,1776.9,Ransomware and malware,In person,770.0,1,1.26
55 - 64,South Australia,1776.9,Investment,Phone call,,2,1.05
65 and over,New South Wales,1935.7,Dating and romance,Internet,800.0,1,1.38
25 - 34,Western Australia,2094.3,Classified,In person,,1,1.0
25 - 34,Western Australia,2094.3,Online shopping,Social media/Online forums,,2,1.38
45 - 54,Victoria,1882.0,Other,Email,355.0,3,5.37
18 - 24,Victoria,1882.0,Classified,Email,,2,1.18
55 - 64,Victoria,1882.0,Online shopping,Email,,1,1.73
55 - 64,Western Australia,2094.3,Identity theft,Phone call,,1,2.3
45 - 54,New South Wales,1935.7,Investment,Social media/Online forums,,2,1.75
65 and over,New South Wales,1935.7,Phishing,Social media/Online forums,,1,3.08
45 - 54,New South Wales,2126.5,Phishing,Email,,3,2.81
35 - 44,New South Wales,2126.5,Hacking,Email,,1,1.34
65 and over,Queensland,1901.0,Remote access,Email,2797.0,4,3.88
25 - 34,Northern Territory,1845.8,Phishing,Phone call,,2,1.52
18 - 24,Victoria,1882.0,Rebate,Text message,0.0,1,1.27
35 - 44,New South Wales,2126.5,Phishing,Email,,1,2.31
45 - 54,Queensland,1901.0,Investment,Social media/Online forums,0.0,2,1.47
45 - 54,South Australia,1776.9,Rebate,Email,,1,1.67
55 - 64,Queensland,1901.0,Other,Email,500.0,9,11.1
35 - 44,Western Australia,2094.3,Investment,Email,9950.0,1,1.75
18 - 24,Victoria,1882.0,Classified,Social media/Online forums,4200.0,5,5.27
35 - 44,New South Wales,1935.7,Jobs and employment,Mobile apps,1630.0,1,1.66
55 - 64,Western Australia,2094.3,Ransomware and malware,Email,,2,1.34
55 - 64,New South Wales,2126.5,Identity theft,Text message,,4,1.33
45 - 54,Queensland,1901.0,Other,Phone call,,3,8.44
65 and over,Western Australia,2094.3,Phishing,Phone call,,12,11.93
65 and over,Queensland,1901.0,Identity theft,Mobile apps,495.0,1,1.06
65 and over,New South Wales,2126.5,Remote access,Email,,1,1.27
45 - 54,Victoria,1882.0,Identity theft,Email,,5,3.63
35 - 44,Victoria,1882.0,Phishing,Phone call,,13,13.0
18 - 24,Victoria,1882.0,Jobs and employment,Social media/Online forums,,1,1.19
18 - 24,Queensland,1901.0,False billing,Email,18000.0,4,2.47
Under 18,New South Wales,2126.5,Hacking,Email,,1,1.06
25 - 34,New South Wales,1935.7,Phishing,Mobile apps,1005.99,1,1.08
55 - 64,Victoria,1882.0,Jobs and employment,Text message,,1,1.14
35 - 44,Queensland,1901.0,Phishing,Email,,7,8.1
25 - 34,New South Wales,2126.5,Classified,Text message,143.0,1,1.36
18 - 24,Western Australia,2094.3,Dating and romance,Social media/Online forums,,1,1.13
35 - 44,Queensland,1901.0,Phishing,Text message,,38,33.56
Under 18,Victoria,1882.0,Remote access,Phone call,,1,1.12
25 - 34,Queensland,1901.0,False billing,Text message,,5,12.94
45 - 54,New South Wales,1935.7,Classified,Phone call,1050.0,2,2.37
55 - 64,Western Australia,2094.3,Hacking,Text message,,3,3.46
55 - 64,New South Wales,1935.7,Online shopping,Internet,10133.0,3,7.67
65 and over,Tasmania,1710.8,False billing,Mobile apps,,1,1.0
65 and over,New South Wales,2126.5,Phishing,Text message,505.95,34,18.63
25 - 34,Victoria,1882.0,Betting and sports investment,Mobile apps,240.0,1,1.07
45 - 54,New South Wales,1935.7,Other,Mobile apps,82.0,1,1.41
18 - 24,Victoria,1882.0,False billing,Internet,575.0,1,1.18
18 - 24,New South Wales,1935.7,Health and medical products,Text message,0.0,2,1.23
55 - 64,New South Wales,1935.7,Other,Internet,230.64,1,2.8
65 and over,New South Wales,1935.7,Dating and romance,Email,,9,5.86
35 - 44,New South Wales,1935.7,Identity theft,Phone call,,8,5.34
35 - 44,Tasmania,1710.8,Remote access,Text message,,1,1.07
65 and over,Queensland,1901.0,"Threats to life, arrest or other",Email,,5,1.86
25 - 34,New South Wales,2126.5,Fake charity,Social media/Online forums,190.0,1,1.01
55 - 64,New South Wales,1935.7,Dating and romance,Social media/Online forums,59750.0,3,2.92
18 - 24,Victoria,1882.0,Online shopping,Email,227.75,3,1.73
45 - 54,New South Wales,2126.5,False billing,Phone call,4500.0,1,1.27
65 and over,New South Wales,1935.7,Hacking,Social media/Online forums,0.0,1,3.36
35 - 44,Western Australia,2094.3,Classified,Phone call,,1,1.18
25 - 34,New South Wales,1935.7,Investment,Social media/Online forums,5900.0,1,3.12
45 - 54,New South Wales,1935.7,Investment,In person,72970.0,1,1.12
18 - 24,Western Australia,2094.3,False billing,Email,,1,1.45
55 - 64,Western Australia,2094.3,Identity theft,Social media/Online forums,300.0,1,1.37
18 - 24,Victoria,1882.0,Investment,Social media/Online forums,917.5,1,1.33
65 and over,Queensland,1901.0,Other,Text message,,6,16.54
35 - 44,Western Australia,2094.3,Remote access,Phone call,,1,2.02
65 and over,Western Australia,2094.3,Health and medical products,Text message,0.0,3,1.22
65 and over,South Australia,1776.9,Hacking,Text message,,3,2.3
35 - 44,Queensland,1901.0,Hacking,Text message,,4,4.85
35 - 44,South Australia,1776.9,Classified,Social media/Online forums,10550.0,2,4.33
65 and over,New South Wales,1935.7,Investment,Social media/Online forums,8000.0,2,2.41
45 - 54,Victoria,1882.0,False billing,Email,10.08,12,7.79
65 and over,South Australia,1776.9,Investment,Internet,150000.0,1,1.41
55 - 64,Victoria,1882.0,Rebate,Text message,,3,3.59
25 - 34,New South Wales,1935.7,Hacking,Mobile apps,,1,1.66
Under 18,New South Wales,1935.7,Online shopping,Internet,225.0,2,2.42
18 - 24,Victoria,1882.0,Jobs and employment,Email,,1,1.09
25 - 34,Victoria,1882.0,False billing,Social media/Online forums,6092.0,1,1.77
25 - 34,New South Wales,1935.7,Phishing,Social media/Online forums,1000.0,1,1.52
55 - 64,Queensland,1901.0,Classified,Social media/Online forums,900.0,8,4.76
55 - 64,Tasmania,1710.8,Online shopping,Social media/Online forums,1000.0,2,5.18
55 - 64,South Australia,1776.9,Online shopping,Internet,,1,1.27
55 - 64,New South Wales,2126.5,Ransomware and malware,Email,,1,1.37
65 and over,Northern Territory,1845.8,Investment,Email,370.0,1,2.03
35 - 44,South Australia,1776.9,Classified,Email,,1,1.0
35 - 44,Queensland,1901.0,False billing,Phone call,,2,2.94
35 - 44,Victoria,1882.0,False billing,Mail,,1,1.02
18 - 24,Victoria,1882.0,Other,Social media/Online forums,200.0,1,1.38
45 - 54,New South Wales,1935.7,Dating and romance,Internet,,1,1.4
45 - 54,Queensland,1901.0,Phishing,Email,,17,9.38
25 - 34,New South Wales,2126.5,Pyramid schemes,Mobile apps,,1,1.01
55 - 64,New South Wales,1935.7,Phishing,Social media/Online forums,110.0,1,1.49
18 - 24,Western Australia,2094.3,Overpayment,Email,,1,1.01
25 - 34,New South Wales,1935.7,Online shopping,Text message,1240.0,6,4.15
Under 18,Western Australia,2094.3,Other,Phone call,0.0,1,1.8
55 - 64,New South Wales,1935.7,Classified,Social media/Online forums,5160.0,6,9.84
35 - 44,New South Wales,1935.7,Identity theft,Phone call,,6,5.64
25 - 34,Victoria,1882.0,False billing,Internet,810.0,1,1.31
25 - 34,South Australia,1776.9,Other,Phone call,,2,2.0
35 - 44,Victoria,1882.0,Online shopping,Internet,2743.9,7,5.86
45 - 54,New South Wales,1935.7,Overpayment,Phone call,,1,2.07
Under 18,New South Wales,1935.7,Online shopping,Social media/Online forums,480.0,2,1.99
45 - 54,New South Wales,1935.7,Remote access,Text message,,1,1.78
65 and over,Victoria,1882.0,Rebate,Text message,,11,3.89
45 - 54,South Australia,1776.9,False billing,Text message,,6,1.7
55 - 64,New South Wales,1935.7,Other,Phone call,,11,9.79
35 - 44,Queensland,1901.0,Classified,Email,,2,1.62
35 - 44,New South Wales,1935.7,Investment,Social media/Online forums,45000.0,1,4.45
18 - 24,Queensland,1901.0,Overpayment,Email,400.0,1,1.73
35 - 44,Victoria,1882.0,Identity theft,In person,,1,1.92
65 and over,Victoria,1882.0,Rebate,Phone call,,1,1.01
55 - 64,Western Australia,2094.3,"Threats to life, arrest or other",Email,,3,1.01
65 and over,New South Wales,1935.7,False billing,Email,36090.0,60,75.1
35 - 44,South Australia,1776.9,Online shopping,Social media/Online forums,86.0,1,2.1
65 and over,New South Wales,1935.7,"Travel, prizes and lottery",Text message,,1,1.63
55 - 64,New South Wales,1935.7,Identity theft,Social media/Online forums,0.0,3,1.22
35 - 44,Western Australia,2094.3,Jobs and employment,Social media/Online forums,23000.0,1,1.24
25 - 34,Queensland,1901.0,Online shopping,Email,139.75,2,2.22
35 - 44,New South Wales,2126.5,Health and medical products,Social media/Online forums,,1,1.0
18 - 24,New South Wales,1935.7,False billing,Text message,,6,3.21
55 - 64,Victoria,1882.0,Overpayment,Social media/Online forums,500.0,2,1.1
18 - 24,New South Wales,2126.5,Phishing,Phone call,70000.0,2,3.3
25 - 34,Queensland,1901.0,"Travel, prizes and lottery",Text message,,1,1.04
55 - 64,Northern Territory,1845.8,False billing,Email,,2,1.0
55 - 64,Queensland,1901.0,Hacking,Email,0.0,1,4.12
25 - 34,Victoria,1882.0,Hacking,Social media/Online forums,0.0,1,1.84
65 and over,Northern Territory,1845.8,False billing,Email,,1,1.87
65 and over,New South Wales,2126.5,Phishing,Phone call,,4,4.54
55 - 64,Northern Territory,1845.8,Identity theft,Email,,1,1.2
55 - 64,Western Australia,2094.3,inheritance and unexpected money,Text message,,1,1.02
25 - 34,New South Wales,1935.7,Online shopping,Text message,800.0,1,3.9
25 - 34,New South Wales,1935.7,Phishing,Mail,0.0,1,2.06
25 - 34,New South Wales,1935.7,Identity theft,Internet,,1,1.25
18 - 24,New South Wales,1935.7,"Threats to life, arrest or other",Phone call,54000.0,1,2.04
65 and over,New South Wales,1935.7,Dating and romance,Email,,2,5.86
45 - 54,South Australia,1776.9,Hacking,Social media/Online forums,,1,1.06
35 - 44,Tasmania,1710.8,Mobile premium services,Phone call,0.0,1,1.26
35 - 44,Queensland,1901.0,Phishing,Social media/Online forums,0.0,1,1.3
25 - 34,New South Wales,1935.7,Identity theft,Email,,3,2.39
35 - 44,Victoria,1882.0,Mobile premium services,Phone call,,2,1.97
65 and over,New South Wales,1935.7,Phishing,Phone call,,28,30.68
18 - 24,Queensland,1901.0,Online shopping,Email,,1,2.37
55 - 64,South Australia,1776.9,Other,Phone call,,1,2.6
25 - 34,Tasmania,1710.8,Investment,Social media/Online forums,1000.0,1,1.3
25 - 34,South Australia,1776.9,Classified,Social media/Online forums,3400.0,2,2.49
45 - 54,Victoria,1882.0,Mobile premium services,Phone call,,2,1.74
18 - 24,Victoria,1882.0,False billing,Text message,,1,1.56
55 - 64,Queensland,1901.0,Rebate,Email,,3,3.45
65 and over,Victoria,1882.0,Hacking,Phone call,,5,4.48
55 - 64,Victoria,1882.0,Investment,Email,,1,1.79
45 - 54,Queensland,1901.0,Identity theft,Email,,4,4.03
55 - 64,New South Wales,2126.5,False billing,Text message,,2,1.88
55 - 64,Western Australia,2094.3,Health and medical products,Phone call,,1,1.05
65 and over,New South Wales,1935.7,Other,Text message,,34,25.94
25 - 34,Victoria,1882.0,Investment,Social media/Online forums,,5,1.0
25 - 34,Victoria,1882.0,Investment,Email,,1,1.04
45 - 54,Western Australia,2094.3,Phishing,Internet,3.01,2,1.55
55 - 64,New South Wales,1935.7,Rebate,Text message,,11,3.26
55 - 64,Queensland,1901.0,Dating and romance,Email,,1,1.24
25 - 34,Victoria,1882.0,Other,Social media/Online forums,50.0,2,2.15
55 - 64,Victoria,1882.0,Classified,Email,0.0,2,3.06
55 - 64,Western Australia,2094.3,Identity theft,Text message,,6,3.12
55 - 64,Western Australia,2094.3,"Travel, prizes and lottery",Social media/Online forums,,1,1.02
65 and over,New South Wales,1935.7,Dating and romance,In person,730.0,1,1.45
35 - 44,New South Wales,2126.5,False billing,Phone call,,1,1.34
65 and over,New South Wales,1935.7,Online shopping,Internet,43.99,4,3.86
65 and over,Western Australia,2094.3,Rebate,Text message,,3,1.52
65 and over,New South Wales,1935.7,Classified,Phone call,1500.0,3,2.89
18 - 24,New South Wales,1935.7,Hacking,Email,,1,2.3
65 and over,South Australia,1776.9,Rebate,Social media/Online forums,,1,1.05
55 - 64,Victoria,1882.0,Phishing,Mobile apps,,2,1.53
45 - 54,New South Wales,1935.7,Hacking,Internet,0.0,1,1.14
55 - 64,South Australia,1776.9,False billing,Phone call,,1,2.25
65 and over,New South Wales,1935.7,Ransomware and malware,Internet,,1,1.12
25 - 34,Queensland,1901.0,Jobs and employment,Mobile apps,,1,1.04
35 - 44,Northern Territory,1845.8,Online shopping,Internet,160.0,1,1.81
55 - 64,New South Wales,1935.7,Jobs and employment,Email,,1,1.34
55 - 64,Victoria,1882.0,Psychic and clairvoyant,Internet,144.0,1,1.01
35 - 44,Queensland,1901.0,Phishing,Phone call,,7,7.01
35 - 44,South Australia,1776.9,Other,Phone call,,3,3.91
35 - 44,Western Australia,2094.3,Other,Email,,2,2.32
35 - 44,Queensland,1901.0,False billing,In person,,1,1.06
